energy,unc_en,intensity,unc_i,start_level_hl,start_level_energy,end_level_hl,end_level_energy,multipolarity,mixing_ratio,unc_mr,conversion_coeff,unc_cc,p_z,p_n,p_symbol,p_energy_shift,p_energy,unc_pe,jp,half_life,operator_hl,unc_hl,unit_hl,half_life_sec,unc_hls,decay,decay_%,unc_d,q,unc_q,d_z,d_n,d_symbol,ensdf_publication_cut-off,ensdf_authors,Extraction_date
158.197,0.018,0.2889,0.01381111508894195,,407.989,0.00000000028,249.793,,,,,,54,81,Xe,,0,,3/2+,9.14,,2,h,32904,72,B-,100,,1169,4,55,80,Cs,22-Jan-2008,BALRAJ SINGH and  ALEXANDER A. RODIONOV and YURI L. KHAZOV,2026-09-18
200.19,0.1,0.0117,0.004516868384179464,,608.186,,407.989,,,,,,54,81,Xe,,0,,3/2+,9.14,,2,h,32904,72,B-,100,,1169,4,55,80,Cs,22-Jan-2008,BALRAJ SINGH and  ALEXANDER A. RODIONOV and YURI L. KHAZOV,2026-09-18
249.794,0.015,90,3,0.00000000028,249.793,,0.0,M1(+E2),1.0,LT,0.0737,,54,81,Xe,,0,,3/2+,9.14,,2,h,32904,72,B-,100,,1169,4,55,80,Cs,22-Jan-2008,BALRAJ SINGH and  ALEXANDER A. RODIONOV and YURI L. KHAZOV,2026-09-18
358.39,0.03,0.2205,0.010937664284480486,,608.186,0.00000000028,249.793,M1 E2,,,0.0265,,54,81,Xe,,0,,3/2+,9.14,,2,h,32904,72,B-,100,,1169,4,55,80,Cs,22-Jan-2008,BALRAJ SINGH and  ALEXANDER A. RODIONOV and YURI L. KHAZOV,2026-09-18
373.13,0.1,0.0153,0.002747744529609694,,981.315,,608.186,,,,,,54,81,Xe,,0,,3/2+,9.14,,2,h,32904,72,B-,100,,1169,4,55,80,Cs,22-Jan-2008,BALRAJ SINGH and  ALEXANDER A. RODIONOV and YURI L. KHAZOV,2026-09-18
407.99,0.02,0.3582,0.01671686573493967,,407.989,,0.0,,,,,,54,81,Xe,,0,,3/2+,9.14,,2,h,32904,72,B-,100,,1169,4,55,80,Cs,22-Jan-2008,BALRAJ SINGH and  ALEXANDER A. RODIONOV and YURI L. KHAZOV,2026-09-18
454.2,0.2,0.0036,0.0007299315036357864,,1062.420,,608.186,,,,,,54,81,Xe,,0,,3/2+,9.14,,2,h,32904,72,B-,100,,1169,4,55,80,Cs,22-Jan-2008,BALRAJ SINGH and  ALEXANDER A. RODIONOV and YURI L. KHAZOV,2026-09-18
526.561,0.017,80.6,0.6,917.4,526.562,,0.0,M4,,,0.237,,54,81,Xe,,526.551,0.013,11/2-,15.29,,5,m,917.4,3,IT,99.4,,,,54,81,Xe,22-Jan-2008,BALRAJ SINGH and  ALEXANDER A. RODIONOV and YURI L. KHAZOV,2026-09-18
573.32,0.09,0.00477,0.0007373472723215297,,981.315,,407.989,,,,,,54,81,Xe,,0,,3/2+,9.14,,2,h,32904,72,B-,100,,1169,4,55,80,Cs,22-Jan-2008,BALRAJ SINGH and  ALEXANDER A. RODIONOV and YURI L. KHAZOV,2026-09-18
608.185,0.015,2.898,0.13202863325809291,,608.186,,0.0,M1(+E2),0.5,LT,0.00730,,54,81,Xe,,0,,3/2+,9.14,,2,h,32904,72,B-,100,,1169,4,55,80,Cs,22-Jan-2008,BALRAJ SINGH and  ALEXANDER A. RODIONOV and YURI L. KHAZOV,2026-09-18
