energy,unc_en,intensity,unc_i,start_level_hl,start_level_energy,end_level_hl,end_level_energy,multipolarity,mixing_ratio,unc_mr,conversion_coeff,unc_cc,p_z,p_n,p_symbol,p_energy_shift,p_energy,unc_pe,jp,half_life,operator_hl,unc_hl,unit_hl,half_life_sec,unc_hls,decay,decay_%,unc_d,q,unc_q,d_z,d_n,d_symbol,ensdf_publication_cut-off,ensdf_authors,Extraction_date
126,0.1,0.000000128,0.000000002,,126.0,,0.0,,,,,,26,29,Fe,,0,,3/2-,2.744,,9,Y,86592204.87428045,284012.333771328,EC,100,,231.1,4,25,30,Mn,30-Apr-2007,HUO JUNDE,2026-09-18
0.66,,0.6605521,0.09859371156525958,,,,,,,,,,26,29,Fe,,0,,3/2-,2.744,,9,Y,86592204.87428045,284012.333771328,EC,100,,231.1,4,25,30,Mn,30-Apr-2007,HUO JUNDE,2026-09-18
5.888,,8.445882407206723,0.16340973293937353,,,,,,,,,,26,29,Fe,,0,,3/2-,2.744,,9,Y,86592204.87428045,284012.333771328,EC,100,,231.1,4,25,30,Mn,30-Apr-2007,HUO JUNDE,2026-09-18
5.899,,16.563801543845308,0.31001355469834024,,,,,,,,,,26,29,Fe,,0,,3/2-,2.744,,9,Y,86592204.87428045,284012.333771328,EC,100,,231.1,4,25,30,Mn,30-Apr-2007,HUO JUNDE,2026-09-18
6.512,,3.398816048947971,0.0723943316088071,,,,,,,,,,26,29,Fe,,0,,3/2-,2.744,,9,Y,86592204.87428045,284012.333771328,EC,100,,231.1,4,25,30,Mn,30-Apr-2007,HUO JUNDE,2026-09-18
6.512,,3.398816048947971,0.0723943316088071,,,,,,,,,,26,29,Fe,,0,,3/2-,2.744,,9,Y,86592204.87428045,284012.333771328,EC,100,,231.1,4,25,30,Mn,30-Apr-2007,HUO JUNDE,2026-09-18

