mean_energy,unc_me,intensity_beta,unc_ib,daughter_level_hl,daughter_level_energy,energy_ec,unc_eec,intensity_ec,unc_ie,log_ft,unc_lf,transition_type,nu_mean_energy,unc_ame,p_z,p_n,p_symbol,p_energy_shift,p_energy,unc_pe,jp,half_life,operator_hl,unc_hl,unit_hl,half_life_sec,unc_hls,decay,decay_%,unc_d,q,unc_q,d_z,d_n,d_symbol,ensdf_publication_cut-off,ensdf_authors,Extraction_date
,,,,,1460.851,43.55,0.06,10.67,0.11,11.53,0.01,1U,,,19,21,K,,0,,4-,1.248E+9,,3,Y,3.938304361629082e16,94670777923776,EC+B+,10.72,0.11,1504.40,6,18,22,Ar,30-Sep-2015,JUN CHEN,2026-09-18
197.325,0.025,0.001,0.00013,,0,1504.38,0.06,0.045,0.006,21.4,,3U,230.44,0.032,19,21,K,,0,,4-,1.248E+9,,3,Y,3.938304361629082e16,94670777923776,EC+B+,10.72,0.11,1504.40,6,18,22,Ar,30-Sep-2015,JUN CHEN,2026-09-18

