mean_energy,unc_me,intensity_beta,unc_ib,daughter_level_hl,daughter_level_energy,energy_ec,unc_eec,intensity_ec,unc_ie,log_ft,unc_lf,transition_type,nu_mean_energy,unc_ame,p_z,p_n,p_symbol,p_energy_shift,p_energy,unc_pe,jp,half_life,operator_hl,unc_hl,unit_hl,half_life_sec,unc_hls,decay,decay_%,unc_d,q,unc_q,d_z,d_n,d_symbol,ensdf_publication_cut-off,ensdf_authors,Extraction_date
216.012,0.076,89.9,0.09,,1274.53,1568.63,0.18,10.04,0.09,7.41,,A,330.74,0.11,11,11,Na,,0,,3+,2.6018,,22,Y,82104810.00069347,69425.2371441024,EC+B+,100,,2843.33,13,10,12,Ne,1-Apr-2015,M. Shamsuzzoha Basunia,2026-09-18
835.46,,0.055,0.014,,0,2843.13,0.17,0.0010,0.00025,14.92,0.11,2U,986.34,0.09,11,11,Na,,0,,3+,2.6018,,22,Y,82104810.00069347,69425.2371441024,EC+B+,100,,2843.33,13,10,12,Ne,1-Apr-2015,M. Shamsuzzoha Basunia,2026-09-18

