mean_energy,unc_me,intensity_beta,unc_ib,daughter_level_hl,daughter_level_energy,energy_ec,unc_eec,intensity_ec,unc_ie,log_ft,unc_lf,transition_type,nu_mean_energy,unc_ame,p_z,p_n,p_symbol,p_energy_shift,p_energy,unc_pe,jp,half_life,operator_hl,unc_hl,unit_hl,half_life_sec,unc_hls,decay,decay_%,unc_d,q,unc_q,d_z,d_n,d_symbol,ensdf_publication_cut-off,ensdf_authors,Extraction_date
,,,,,2604.34,1386,40,0.159,0.004,8.81,0.03,,187,22,65,87,Tb,,0,,2-,17.5,,1,h,63000,360,EC+B+,100,,3990,40,64,88,Gd,31-Aug-2013,M. J. MARTIN,2026-09-18
198,18,0.00022,0.0001,,2557.87,1432,40,0.170,0.004,8.81,0.03,1NU,213,22,65,87,Tb,,0,,2-,17.5,,1,h,63000,360,EC+B+,100,,3990,40,64,88,Gd,31-Aug-2013,M. J. MARTIN,2026-09-18
201,18,0.00019,0.00009,,2551.14,1439,40,0.139,0.004,8.9,0.03,,217,22,65,87,Tb,,0,,2-,17.5,,1,h,63000,360,EC+B+,100,,3990,40,64,88,Gd,31-Aug-2013,M. J. MARTIN,2026-09-18
204,18,0.00016,0.00007,,2544.02,1446,40,0.107,0.003,9.02,0.03,,221,22,65,87,Tb,,0,,2-,17.5,,1,h,63000,360,EC+B+,100,,3990,40,64,88,Gd,31-Aug-2013,M. J. MARTIN,2026-09-18
206,18,0.00028,0.00012,,2540.45,1450,40,0.183,0.004,8.79,0.03,,223,22,65,87,Tb,,0,,2-,17.5,,1,h,63000,360,EC+B+,100,,3990,40,64,88,Gd,31-Aug-2013,M. J. MARTIN,2026-09-18
211,18,0.0011,0.0005,,2529.43,1461,40,0.665,0.011,8.23,0.03,,229,22,65,87,Tb,,0,,2-,17.5,,1,h,63000,360,EC+B+,100,,3990,40,64,88,Gd,31-Aug-2013,M. J. MARTIN,2026-09-18
213,18,0.0012,0.0005,,2523.81,1466,40,0.677,0.013,8.23,0.03,1NU,232,22,65,87,Tb,,0,,2-,17.5,,1,h,63000,360,EC+B+,100,,3990,40,64,88,Gd,31-Aug-2013,M. J. MARTIN,2026-09-18
218,18,0.00009,0.00004,,2513.9,1476,40,0.045,0.012,9.4,0.2,,237,22,65,87,Tb,,0,,2-,17.5,,1,h,63000,360,EC+B+,100,,3990,40,64,88,Gd,31-Aug-2013,M. J. MARTIN,2026-09-18
226,18,0.00063,0.00024,,2495.18,1495,40,0.272,0.006,8.64,0.03,,248,22,65,87,Tb,,0,,2-,17.5,,1,h,63000,360,EC+B+,100,,3990,40,64,88,Gd,31-Aug-2013,M. J. MARTIN,2026-09-18
247,18,0.00001,,,2448.01,1542,40,0.003,,10.6,,,274,22,65,87,Tb,,0,,2-,17.5,,1,h,63000,360,EC+B+,100,,3990,40,64,88,Gd,31-Aug-2013,M. J. MARTIN,2026-09-18
252,18,0.0015,0.0005,,2437.43,1553,40,0.42,0.04,8.49,0.05,1NU,280,22,65,87,Tb,,0,,2-,17.5,,1,h,63000,360,EC+B+,100,,3990,40,64,88,Gd,31-Aug-2013,M. J. MARTIN,2026-09-18
267,18,0.001,0.0003,,2401.55,1588,40,0.200,0.01,8.83,0.04,,300,22,65,87,Tb,,0,,2-,17.5,,1,h,63000,360,EC+B+,100,,3990,40,64,88,Gd,31-Aug-2013,M. J. MARTIN,2026-09-18
274,18,0.00083,0.00024,,2386.95,1603,40,0.158,0.007,8.94,0.03,1NU,308,22,65,87,Tb,,0,,2-,17.5,,1,h,63000,360,EC+B+,100,,3990,40,64,88,Gd,31-Aug-2013,M. J. MARTIN,2026-09-18
298,18,0.00048,0.00012,,2330.72,1659,40,0.0640,0.002,9.36,0.03,,340,22,65,87,Tb,,0,,2-,17.5,,1,h,63000,360,EC+B+,100,,3990,40,64,88,Gd,31-Aug-2013,M. J. MARTIN,2026-09-18
301,18,0.000099,,,2325.68,1664,40,0.013,,10.1,,,343,22,65,87,Tb,,0,,2-,17.5,,1,h,63000,360,EC+B+,100,,3990,40,64,88,Gd,31-Aug-2013,M. J. MARTIN,2026-09-18
312,18,0.0089,0.0021,,2299.66,1690,40,0.988,0.016,8.19,0.03,,357,22,65,87,Tb,,0,,2-,17.5,,1,h,63000,360,EC+B+,100,,3990,40,64,88,Gd,31-Aug-2013,M. J. MARTIN,2026-09-18
326,18,0.00071,0.00016,,2267.73,1722,40,0.0664,0.0022,9.38,0.03,,375,22,65,87,Tb,,0,,2-,17.5,,1,h,63000,360,EC+B+,100,,3990,40,64,88,Gd,31-Aug-2013,M. J. MARTIN,2026-09-18
327,18,0.0045,0.001,,2265.29,1725,40,0.416,0.01,8.58,0.03,,377,22,65,87,Tb,,0,,2-,17.5,,1,h,63000,360,EC+B+,100,,3990,40,64,88,Gd,31-Aug-2013,M. J. MARTIN,2026-09-18
327,18,0.0004,,,2264.88,1725,40,0.04,,9.6,,,377,22,65,87,Tb,,0,,2-,17.5,,1,h,63000,360,EC+B+,100,,3990,40,64,88,Gd,31-Aug-2013,M. J. MARTIN,2026-09-18
330,18,0.00101,0.00023,,2258.14,1732,40,0.090,0.0025,9.25,0.03,,381,22,65,87,Tb,,0,,2-,17.5,,1,h,63000,360,EC+B+,100,,3990,40,64,88,Gd,31-Aug-2013,M. J. MARTIN,2026-09-18
335,18,0.044,0.01,,2246.80,1743,40,3.71,0.06,7.64,0.03,1NU,387,22,65,87,Tb,,0,,2-,17.5,,1,h,63000,360,EC+B+,100,,3990,40,64,88,Gd,31-Aug-2013,M. J. MARTIN,2026-09-18
355,18,0.0043,0.0009,,2201.71,1788,40,0.289,0.01,8.77,0.03,1NU,412,22,65,87,Tb,,0,,2-,17.5,,1,h,63000,360,EC+B+,100,,3990,40,64,88,Gd,31-Aug-2013,M. J. MARTIN,2026-09-18
369,18,0.0026,0.0005,,2169.65,1820,40,0.149,0.007,9.08,0.03,1NU,430,22,65,87,Tb,,0,,2-,17.5,,1,h,63000,360,EC+B+,100,,3990,40,64,88,Gd,31-Aug-2013,M. J. MARTIN,2026-09-18
385,18,0.0107,0.0019,,2133.38,1857,40,0.524,0.017,8.55,0.03,,451,22,65,87,Tb,,0,,2-,17.5,,1,h,63000,360,EC+B+,100,,3990,40,64,88,Gd,31-Aug-2013,M. J. MARTIN,2026-09-18
390,18,0.0019,0.0003,,2121.05,1869,40,0.089,0.004,9.32,0.03,,458,22,65,87,Tb,,0,,2-,17.5,,1,h,63000,360,EC+B+,100,,3990,40,64,88,Gd,31-Aug-2013,M. J. MARTIN,2026-09-18
438,18,0.026,0.004,,2011.67,1978,40,0.800,0.019,8.42,0.03,,519,22,65,87,Tb,,0,,2-,17.5,,1,h,63000,360,EC+B+,100,,3990,40,64,88,Gd,31-Aug-2013,M. J. MARTIN,2026-09-18
454,18,0.0063,0.0009,,1975.72,2014,40,0.168,0.006,9.12,0.03,,539,22,65,87,Tb,,0,,2-,17.5,,1,h,63000,360,EC+B+,100,,3990,40,64,88,Gd,31-Aug-2013,M. J. MARTIN,2026-09-18
469,18,0.174,0.024,,1941.17,2049,40,4.11,0.06,7.74,0.02,1NU,559,22,65,87,Tb,,0,,2-,17.5,,1,h,63000,360,EC+B+,100,,3990,40,64,88,Gd,31-Aug-2013,M. J. MARTIN,2026-09-18
481,18,0.0064,0.0009,,1915.76,2074,40,0.139,0.007,9.23,0.03,,573,22,65,87,Tb,,0,,2-,17.5,,1,h,63000,360,EC+B+,100,,3990,40,64,88,Gd,31-Aug-2013,M. J. MARTIN,2026-09-18
491,18,0.84,0.12,,2394.11,2098,40,17.0,1.3,4.75,0.05,A,,,65,87,Tb,,501.74,0.19,8+,4.2,,1,m,252,6,EC+B+,21.1,0.6,3990,40,64,88,Gd,31-Aug-2013,M. J. MARTIN,2026-09-18
498,18,0.002,0.0003,,1915.15,2075,40,0.189,0.009,10.29,0.04,1U,557,23,65,87,Tb,,0,,2-,17.5,,1,h,63000,360,EC+B+,100,,3990,40,64,88,Gd,31-Aug-2013,M. J. MARTIN,2026-09-18
504,18,0.05,0.006,,1862.06,2128,40,0.91,0.04,8.43,0.03,1NU,603,22,65,87,Tb,,0,,2-,17.5,,1,h,63000,360,EC+B+,100,,3990,40,64,88,Gd,31-Aug-2013,M. J. MARTIN,2026-09-18
504,18,0.051,0.006,,1861.89,2128,40,0.936,0.017,8.42,0.02,1NU,603,22,65,87,Tb,,0,,2-,17.5,,1,h,63000,360,EC+B+,100,,3990,40,64,88,Gd,31-Aug-2013,M. J. MARTIN,2026-09-18
514,18,0.0148,0.0019,,1839.71,2150,40,0.253,0.014,9,0.04,1NU,615,22,65,87,Tb,,0,,2-,17.5,,1,h,63000,360,EC+B+,100,,3990,40,64,88,Gd,31-Aug-2013,M. J. MARTIN,2026-09-18
528,18,0.0037,0.0005,,1808.92,2181,40,0.058,0.004,9.65,0.04,,633,22,65,87,Tb,,0,,2-,17.5,,1,h,63000,360,EC+B+,100,,3990,40,64,88,Gd,31-Aug-2013,M. J. MARTIN,2026-09-18
528,18,0.0063,0.0007,,1807.52,2182,40,0.099,0.003,9.42,0.03,,633,22,65,87,Tb,,0,,2-,17.5,,1,h,63000,360,EC+B+,100,,3990,40,64,88,Gd,31-Aug-2013,M. J. MARTIN,2026-09-18
532,18,0.008,0.00023,,2301.72,2190,40,0.200,0.006,6.7,,A,,,65,87,Tb,,501.74,0.19,8+,4.2,,1,m,252,6,EC+B+,21.1,0.6,3990,40,64,88,Gd,31-Aug-2013,M. J. MARTIN,2026-09-18
538,18,0.0028,0.0005,,1785.21,2205,40,0.040,0.006,9.82,0.07,1NU,646,22,65,87,Tb,,0,,2-,17.5,,1,h,63000,360,EC+B+,100,,3990,40,64,88,Gd,31-Aug-2013,M. J. MARTIN,2026-09-18
544,18,0.0228,0.0025,,1771.58,2218,40,0.319,0.007,8.92,0.03,1NU,654,22,65,87,Tb,,0,,2-,17.5,,1,h,63000,360,EC+B+,100,,3990,40,64,88,Gd,31-Aug-2013,M. J. MARTIN,2026-09-18
551,18,0.024,0.003,,1755.77,2234,40,0.32,0.03,8.93,0.05,A,662,22,65,87,Tb,,0,,2-,17.5,,1,h,63000,360,EC+B+,100,,3990,40,64,88,Gd,31-Aug-2013,M. J. MARTIN,2026-09-18
561,18,0.00194,0.00023,,1734.44,2256,40,0.0245,0.0015,10.05,0.04,,675,22,65,87,Tb,,0,,2-,17.5,,1,h,63000,360,EC+B+,100,,3990,40,64,88,Gd,31-Aug-2013,M. J. MARTIN,2026-09-18
579,18,0.056,0.006,,1692.43,2298,40,0.627,0.023,8.66,0.03,,698,22,65,87,Tb,,0,,2-,17.5,,1,h,63000,360,EC+B+,100,,3990,40,64,88,Gd,31-Aug-2013,M. J. MARTIN,2026-09-18
600,18,0.0039,0.0005,,1680.75,2309,40,0.163,0.004,10.54,0.04,1U,690,23,65,87,Tb,,0,,2-,17.5,,1,h,63000,360,EC+B+,100,,3990,40,64,88,Gd,31-Aug-2013,M. J. MARTIN,2026-09-18
601,18,0.17,0.017,,1643.428,2347,40,1.69,0.05,8.25,0.03,A,726,22,65,87,Tb,,0,,2-,17.5,,1,h,63000,360,EC+B+,100,,3990,40,64,88,Gd,31-Aug-2013,M. J. MARTIN,2026-09-18
604,18,0.03,0.0009,,2138.7,2353,40,0.300,0.009,6.6,,A,,,65,87,Tb,,501.74,0.19,8+,4.2,,1,m,252,6,EC+B+,21.1,0.6,3990,40,64,88,Gd,31-Aug-2013,M. J. MARTIN,2026-09-18
604,18,0.002,0.00006,,2173.33,2318,40,0.090,0.003,8.4,,1U,,,65,87,Tb,,501.74,0.19,8+,4.2,,1,m,252,6,EC+B+,21.1,0.6,3990,40,64,88,Gd,31-Aug-2013,M. J. MARTIN,2026-09-18
618,18,0.228,0.021,,1605.60,2384,40,2.07,0.05,8.17,0.03,1NU,746,22,65,87,Tb,,0,,2-,17.5,,1,h,63000,360,EC+B+,100,,3990,40,64,88,Gd,31-Aug-2013,M. J. MARTIN,2026-09-18
642,18,0.032,0.003,,1550.15,2440,40,0.254,0.008,9.11,0.03,1U,764,23,65,87,Tb,,0,,2-,17.5,,1,h,63000,360,EC+B+,100,,3990,40,64,88,Gd,31-Aug-2013,M. J. MARTIN,2026-09-18
656,7,0.052,0.007,,1880.2,2612,40,0.29,0.03,6.71,0.06,1NU,,,65,87,Tb,,501.74,0.19,8+,4.2,,1,m,252,6,EC+B+,21.1,0.6,3990,40,64,88,Gd,31-Aug-2013,M. J. MARTIN,2026-09-18
678,18,0.0017,,,1470.63,2519,40,0.011,,10.5,,1NU,821,22,65,87,Tb,,0,,2-,17.5,,1,h,63000,360,EC+B+,100,,3990,40,64,88,Gd,31-Aug-2013,M. J. MARTIN,2026-09-18
694,18,0.1,0.01,,1434.021,2556,40,0.65,0.03,8.74,0.03,1NU,842,22,65,87,Tb,,0,,2-,17.5,,1,h,63000,360,EC+B+,100,,3990,40,64,88,Gd,31-Aug-2013,M. J. MARTIN,2026-09-18
745,18,0.47,0.03,,1318.355,2672,40,2.26,0.08,8.24,0.03,1NU,906,22,65,87,Tb,,0,,2-,17.5,,1,h,63000,360,EC+B+,100,,3990,40,64,88,Gd,31-Aug-2013,M. J. MARTIN,2026-09-18
747,18,0.12,0.01,,1314.638,2675,40,0.56,0.04,8.84,0.04,A,908,22,65,87,Tb,,0,,2-,17.5,,1,h,63000,360,EC+B+,100,,3990,40,64,88,Gd,31-Aug-2013,M. J. MARTIN,2026-09-18
765,18,0.0009,,,1274.26,2716,40,0.004,,11,,,931,22,65,87,Tb,,0,,2-,17.5,,1,h,63000,360,EC+B+,100,,3990,40,64,88,Gd,31-Aug-2013,M. J. MARTIN,2026-09-18
773,18,0.0136,0.0014,,1282.25,2708,40,0.208,0.013,10.72,0.04,1U,916,23,65,87,Tb,,0,,2-,17.5,,1,h,63000,360,EC+B+,100,,3990,40,64,88,Gd,31-Aug-2013,M. J. MARTIN,2026-09-18
778,18,0.2,0.006,,1746.69,2745,40,0.700,0.02,6.4,,A,,,65,87,Tb,,501.74,0.19,8+,4.2,,1,m,252,6,EC+B+,21.1,0.6,3990,40,64,88,Gd,31-Aug-2013,M. J. MARTIN,2026-09-18
833,18,0.38,0.04,,1123.186,2867,40,1.29,0.1,8.54,0.04,A,1014,22,65,87,Tb,,0,,2-,17.5,,1,h,63000,360,EC+B+,100,,3990,40,64,88,Gd,31-Aug-2013,M. J. MARTIN,2026-09-18
839,18,0.64,0.04,,1109.203,2881,40,2.15,0.08,8.33,0.03,1NU,1022,22,65,87,Tb,,0,,2-,17.5,,1,h,63000,360,EC+B+,100,,3990,40,64,88,Gd,31-Aug-2013,M. J. MARTIN,2026-09-18
875,18,0.128,0.011,,1047.78,2942,40,1.22,0.06,10.1,0.04,1U,1049,23,65,87,Tb,,0,,2-,17.5,,1,h,63000,360,EC+B+,100,,3990,40,64,88,Gd,31-Aug-2013,M. J. MARTIN,2026-09-18
920,18,2.3,0.12,,930.560,3059,40,5.76,0.19,7.95,0.03,1NU,1120,22,65,87,Tb,,0,,2-,17.5,,1,h,63000,360,EC+B+,100,,3990,40,64,88,Gd,31-Aug-2013,M. J. MARTIN,2026-09-18
1003,18,0.051,0.015,,755.3960,3235,40,0.30,0.09,10.9,0.2,1U,1214,23,65,87,Tb,,0,,2-,17.5,,1,h,63000,360,EC+B+,100,,3990,40,64,88,Gd,31-Aug-2013,M. J. MARTIN,2026-09-18
1065,18,1.2,0.07,,615.38,3375,40,5.65,0.21,9.67,0.03,1U,1293,22,65,87,Tb,,0,,2-,17.5,,1,h,63000,360,EC+B+,100,,3990,40,64,88,Gd,31-Aug-2013,M. J. MARTIN,2026-09-18
1186,19,5.9,0.8,,344.2790,3646,40,6.8,0.9,8.03,0.07,1NU,1441,22,65,87,Tb,,0,,2-,17.5,,1,h,63000,360,EC+B+,100,,3990,40,64,88,Gd,31-Aug-2013,M. J. MARTIN,2026-09-18
1337,18,8,1.3,,0,3990,40,17,3,9.49,0.08,1U,1637,22,65,87,Tb,,0,,2-,17.5,,1,h,63000,360,EC+B+,100,,3990,40,64,88,Gd,31-Aug-2013,M. J. MARTIN,2026-09-18

