energy,unc_en,intensity,unc_i,start_level_hl,start_level_energy,end_level_hl,end_level_energy,multipolarity,mixing_ratio,unc_mr,conversion_coeff,unc_cc,p_z,p_n,p_symbol,p_energy_shift,p_energy,unc_pe,jp,half_life,operator_hl,unc_hl,unit_hl,half_life_sec,unc_hls,decay,decay_%,unc_d,q,unc_q,d_z,d_n,d_symbol,ensdf_publication_cut-off,ensdf_authors,Extraction_date
1345.77,0.06,0.472,0.004,0.000000000001086,1345.79,,0.0,E2,,,1.63E-4,,29,35,Cu,,0,,1+,12.7006,,20,h,45722.16,7.2,EC+B+,61.5,0.3,1674.6,6,28,36,Ni,12-Nov-2021,Balraj Singh and Jun Chen,2026-09-18
511,,34.98,,,,,,,,,,,29,35,Cu,,0,,1+,12.7006,,20,h,45722.16,7.2,EC+B+,61.5,0.3,1674.6,6,28,36,Ni,12-Nov-2021,Balraj Singh and Jun Chen,2026-09-18
0.874,,0.49112079873222914,0.02352825128857187,,,,,,,,,,29,35,Cu,,0,,1+,12.7006,,20,h,45722.16,7.2,EC+B+,61.5,0.3,1674.6,6,28,36,Ni,12-Nov-2021,Balraj Singh and Jun Chen,2026-09-18
7.461,,4.896772422139985,0.0583649398448065,,,,,,,,,,29,35,Cu,,0,,1+,12.7006,,20,h,45722.16,7.2,EC+B+,61.5,0.3,1674.6,6,28,36,Ni,12-Nov-2021,Balraj Singh and Jun Chen,2026-09-18
7.478,,9.556542588095208,0.10392467350724528,,,,,,,,,,29,35,Cu,,0,,1+,12.7006,,20,h,45722.16,7.2,EC+B+,61.5,0.3,1674.6,6,28,36,Ni,12-Nov-2021,Balraj Singh and Jun Chen,2026-09-18
8.296,,1.9916668084104094,0.02945684805905003,,,,,,,,,,29,35,Cu,,0,,1+,12.7006,,20,h,45722.16,7.2,EC+B+,61.5,0.3,1674.6,6,28,36,Ni,12-Nov-2021,Balraj Singh and Jun Chen,2026-09-18
8.296,,1.9916668084104094,0.02945684805905003,,,,,,,,,,29,35,Cu,,0,,1+,12.7006,,20,h,45722.16,7.2,EC+B+,61.5,0.3,1674.6,6,28,36,Ni,12-Nov-2021,Balraj Singh and Jun Chen,2026-09-18

