energy,unc_en,intensity,unc_i,start_level_hl,start_level_energy,end_level_hl,end_level_energy,multipolarity,mixing_ratio,unc_mr,conversion_coeff,unc_cc,p_z,p_n,p_symbol,p_energy_shift,p_energy,unc_pe,jp,half_life,operator_hl,unc_hl,unit_hl,half_life_sec,unc_hls,decay,decay_%,unc_d,q,unc_q,d_z,d_n,d_symbol,ensdf_publication_cut-off,ensdf_authors,Extraction_date
6.1,,,,,283.29,,277.2,,,,,,65,87,Tb,,501.74,0.19,8+,4.2,,1,m,252,6,IT,78.9,0.6,,,65,87,Tb,31-Aug-2013,M. J. MARTIN,2026-09-18
48,0.2,1.18,0.09,,283.29,,235.4,M1,,,2.93,,65,87,Tb,,501.74,0.19,8+,4.2,,1,m,252,6,IT,78.9,0.6,,,65,87,Tb,31-Aug-2013,M. J. MARTIN,2026-09-18
58.9,0.2,7.2,0.5,0.00000096,342.2,,283.29,M1,,,10.11,,65,87,Tb,,501.74,0.19,8+,4.2,,1,m,252,6,IT,78.9,0.6,,,65,87,Tb,31-Aug-2013,M. J. MARTIN,2026-09-18
65,0.3,0.185,0.012,0.00000096,342.2,,277.2,[E2],,,13.7,,65,87,Tb,,501.74,0.19,8+,4.2,,1,m,252,6,IT,78.9,0.6,,,65,87,Tb,31-Aug-2013,M. J. MARTIN,2026-09-18
92.4,0.2,0.29,0.03,,2394.11,,2301.72,[M1 E2],,,2.9,,65,87,Tb,,501.74,0.19,8+,4.2,,1,m,252,6,EC+B+,21.1,0.6,3990,40,64,88,Gd,31-Aug-2013,M. J. MARTIN,2026-09-18
106.6,0.3,0.323,0.018,0.00000096,342.2,,235.4,[E2],,,2.06,,65,87,Tb,,501.74,0.19,8+,4.2,,1,m,252,6,IT,78.9,0.6,,,65,87,Tb,31-Aug-2013,M. J. MARTIN,2026-09-18
113.5,,,,,,,,,,,,,65,87,Tb,,0,,2-,17.5,,1,h,63000,360,EC+B+,100,,3990,40,64,88,Gd,31-Aug-2013,M. J. MARTIN,2026-09-18
115.3,,,,,,,,,,,,,65,87,Tb,,0,,2-,17.5,,1,h,63000,360,EC+B+,100,,3990,40,64,88,Gd,31-Aug-2013,M. J. MARTIN,2026-09-18
117.25,0.07,0.0498475,0.0014742625275031582,,1047.78,,930.560,E2,,,1.412,,65,87,Tb,,0,,2-,17.5,,1,h,63000,360,EC+B+,100,,3990,40,64,88,Gd,31-Aug-2013,M. J. MARTIN,2026-09-18
143.8,,,,,,,,,,,,,65,87,Tb,,0,,2-,17.5,,1,h,63000,360,EC+B+,100,,3990,40,64,88,Gd,31-Aug-2013,M. J. MARTIN,2026-09-18
155.1,,,,,,,,,,,,,65,87,Tb,,0,,2-,17.5,,1,h,63000,360,EC+B+,100,,3990,40,64,88,Gd,31-Aug-2013,M. J. MARTIN,2026-09-18
159.16,0.16,0.0093345,0.001019821180403702,,1282.25,,1123.186,[E1],,,0.0835,,65,87,Tb,,0,,2-,17.5,,1,h,63000,360,EC+B+,100,,3990,40,64,88,Gd,31-Aug-2013,M. J. MARTIN,2026-09-18
159.59,0.1,16.6,0.8,252,501.74,0.00000096,342.2,E3,,,4.01,,65,87,Tb,,501.74,0.19,8+,4.2,,1,m,252,6,IT,78.9,0.6,,,65,87,Tb,31-Aug-2013,M. J. MARTIN,2026-09-18
160.77,0.09,0.016002,0.0009644260935914167,,,,,,,,,,65,87,Tb,,0,,2-,17.5,,1,h,63000,360,EC+B+,100,,3990,40,64,88,Gd,31-Aug-2013,M. J. MARTIN,2026-09-18
169.5,0.12,0.02032,0.0019146511431589828,,,,,,,,,,65,87,Tb,,0,,2-,17.5,,1,h,63000,360,EC+B+,100,,3990,40,64,88,Gd,31-Aug-2013,M. J. MARTIN,2026-09-18
175.14,0.09,0.02413,0.002550212540162094,,930.560,,755.3960,[E2],,,0.347,,65,87,Tb,,0,,2-,17.5,,1,h,63000,360,EC+B+,100,,3990,40,64,88,Gd,31-Aug-2013,M. J. MARTIN,2026-09-18
178.58,0.11,0.0120015,0.0010223089356940984,,1109.203,,930.560,M1 E2,,,0.36,,65,87,Tb,,0,,2-,17.5,,1,h,63000,360,EC+B+,100,,3990,40,64,88,Gd,31-Aug-2013,M. J. MARTIN,2026-09-18
181.3,0.3,0.0065405,0.0014618069263757098,,,,,,,,,,65,87,Tb,,0,,2-,17.5,,1,h,63000,360,EC+B+,100,,3990,40,64,88,Gd,31-Aug-2013,M. J. MARTIN,2026-09-18
185.07,0.16,0.00762,0.0019063601443588775,,,,,,,,,,65,87,Tb,,0,,2-,17.5,,1,h,63000,360,EC+B+,100,,3990,40,64,88,Gd,31-Aug-2013,M. J. MARTIN,2026-09-18
195.17,0.07,0.39624,0.009646223924417264,,1318.355,,1123.186,E1,,,0.0484,,65,87,Tb,,0,,2-,17.5,,1,h,63000,360,EC+B+,100,,3990,40,64,88,Gd,31-Aug-2013,M. J. MARTIN,2026-09-18
196.34,0.17,0.029845,0.003187498862744895,,,,,,,,,,65,87,Tb,,0,,2-,17.5,,1,h,63000,360,EC+B+,100,,3990,40,64,88,Gd,31-Aug-2013,M. J. MARTIN,2026-09-18
197.4,0.3,0.29,0.03,,1668.06,,1470.47,[E1],,,0.0470,,65,87,Tb,,501.74,0.19,8+,4.2,,1,m,252,6,EC+B+,21.1,0.6,3990,40,64,88,Gd,31-Aug-2013,M. J. MARTIN,2026-09-18
209.14,0.08,0.036068,0.0013763600146763928,,1318.355,,1109.203,M1+E2(+E0),,,0.22,,65,87,Tb,,0,,2-,17.5,,1,h,63000,360,EC+B+,100,,3990,40,64,88,Gd,31-Aug-2013,M. J. MARTIN,2026-09-18
218.42,0.09,0.013843,0.0007106411823135499,,1861.89,,1643.428,[E1],,,0.0360,,65,87,Tb,,0,,2-,17.5,,1,h,63000,360,EC+B+,100,,3990,40,64,88,Gd,31-Aug-2013,M. J. MARTIN,2026-09-18
220.7,0.3,0.43,0.04,,2394.11,,2173.33,[E1],,,0.0350,,65,87,Tb,,501.74,0.19,8+,4.2,,1,m,252,6,EC+B+,21.1,0.6,3990,40,64,88,Gd,31-Aug-2013,M. J. MARTIN,2026-09-18
235.4,0.1,4.2,0.3,,235.4,,0.0,M1,,,0.200,,65,87,Tb,,501.74,0.19,8+,4.2,,1,m,252,6,IT,78.9,0.6,,,65,87,Tb,31-Aug-2013,M. J. MARTIN,2026-09-18
248.75,0.09,0.062865,0.007643116903462879,,1941.17,,1692.43,[M1 E2],,,0.133,,65,87,Tb,,0,,2-,17.5,,1,h,63000,360,EC+B+,100,,3990,40,64,88,Gd,31-Aug-2013,M. J. MARTIN,2026-09-18
255.4,0.3,0.36,0.03,,2394.11,,2138.7,M1 E2,,,0.123,,65,87,Tb,,501.74,0.19,8+,4.2,,1,m,252,6,EC+B+,21.1,0.6,3990,40,64,88,Gd,31-Aug-2013,M. J. MARTIN,2026-09-18
271,0.3,0.08,0.05,,615.27,,344.27,E2,,,0.0827,,65,87,Tb,,501.74,0.19,8+,4.2,,1,m,252,6,EC+B+,21.1,0.6,3990,40,64,88,Gd,31-Aug-2013,M. J. MARTIN,2026-09-18
271.09,0.07,9.525,0.21068993806064873,,615.38,,344.2790,E2,,,0.0826,,65,87,Tb,,0,,2-,17.5,,1,h,63000,360,EC+B+,100,,3990,40,64,88,Gd,31-Aug-2013,M. J. MARTIN,2026-09-18
